ICAO,RANGE,CLASS,RWY,C40_SECT,N,REF20,REF05,REF15,REFPB,C100_SECT
EFHK,100NM,MJ,NA,NA,1,19.883333333333333,19.883333333333333,19.883333333333333,19.883333333333333,"(290,360]"
EFHK,100NM,MT,04L,NA,963,27.766666666666666,25.733333333333334,27.166666666666668,26.450000000000003,"(0,35]"
EFHK,100NM,MT,04L,NA,445,29.096666666666668,27.54,28.746666666666663,28.14333333333333,"(35,85]"
EFHK,100NM,MT,04L,NA,7,30.206666666666663,29.324999999999996,29.974999999999998,29.65,"(85,130]"
EFHK,100NM,MT,04L,NA,1279,23.293333333333337,21.631666666666668,22.9,22.265833333333333,"(130,290]"
EFHK,100NM,MT,04L,NA,601,25.8,24.033333333333335,25.266666666666666,24.65,"(290,360]"
EFHK,100NM,MT,04R,NA,167,27.64,25.726666666666667,27.058333333333334,26.3925,"(0,35]"
EFHK,100NM,MT,04R,NA,153,28.33666666666667,26.733333333333334,27.71,27.221666666666668,"(35,85]"
EFHK,100NM,MT,04R,NA,2,28,27.537499999999998,27.84583333333333,27.691666666666663,"(85,130]"
EFHK,100NM,MT,04R,NA,369,23.663333333333334,22.189999999999998,23.36,22.775,"(130,290]"
EFHK,100NM,MT,04R,NA,75,25.363333333333333,24.113333333333333,24.724999999999998,24.419166666666666,"(290,360]"
EFHK,100NM,MT,15,NA,1476,24.683333333333334,23,24.283333333333335,23.641666666666666,"(0,35]"
EFHK,100NM,MT,15,NA,762,26.6,24.88416666666667,26.11916666666667,25.50166666666667,"(35,85]"
EFHK,100NM,MT,15,NA,6,29.033333333333335,26.708333333333332,28.258333333333336,27.483333333333334,"(85,130]"
EFHK,100NM,MT,15,NA,1880,24.45,23.033333333333335,24.033333333333335,23.533333333333335,"(130,290]"
EFHK,100NM,MT,15,NA,612,23.433333333333334,22.094166666666666,23.016666666666666,22.555416666666666,"(290,360]"
EFHK,100NM,MT,22L,NA,1052,23.283333333333335,21.868333333333332,22.833333333333332,22.350833333333334,"(0,35]"
EFHK,100NM,MT,22L,NA,605,24.383333333333333,22.986666666666668,24.056666666666665,23.52166666666667,"(35,85]"
EFHK,100NM,MT,22L,NA,13,27.43,25.796666666666667,27.203333333333333,26.5,"(85,130]"
EFHK,100NM,MT,22L,NA,1748,26.183333333333334,24.45,25.7,25.075,"(130,290]"
EFHK,100NM,MT,22L,NA,599,23.86,22.16166666666667,23.273333333333333,22.7175,"(290,360]"
EFHK,100NM,MT,22R,NA,305,25.506666666666664,23.606666666666666,25.046666666666667,24.326666666666668,"(0,35]"
EFHK,100NM,MT,22R,NA,74,26.439999999999998,24.249166666666667,25.8125,25.030833333333334,"(35,85]"
EFHK,100NM,MT,22R,NA,209,28.08666666666667,25.51,27.68,26.595,"(130,290]"
EFHK,100NM,MT,22R,NA,442,26.403333333333332,24.688333333333333,25.955,25.321666666666665,"(290,360]"
EFHK,100NM,MT,33,NA,24,26.026666666666667,24.438333333333333,25.73833333333333,25.08833333333333,"(0,35]"
EFHK,100NM,MT,33,NA,12,26.486666666666665,25.60333333333333,26.169999999999995,25.886666666666663,"(35,85]"
EFHK,100NM,MT,33,NA,40,27.64,24.823333333333334,26.8925,25.857916666666668,"(130,290]"
EFHK,100NM,MT,33,NA,11,27.966666666666665,25.475,27.28333333333333,26.379166666666666,"(290,360]"
EFHK,100NM,MT,NA,NA,1,26.933333333333334,26.933333333333334,26.933333333333334,26.933333333333334,"(130,290]"
EFHK,100NM,MT,NA,NA,1,27.516666666666666,27.516666666666666,27.516666666666666,27.516666666666666,"(290,360]"
EGKK,40NM,H,08L,"(0,105]",6,16,15.049999999999999,15.683333333333334,15.366666666666667,NA
EGKK,40NM,H,08L,"(105,180]",15,14.966666666666665,14.783333333333333,14.908333333333333,14.845833333333333,NA
EGKK,40NM,H,08L,"(180,300]",67,10.793333333333335,10.135,10.5,10.317499999999999,NA
EGKK,40NM,H,08L,"(300,360]",3,14.573333333333332,12.243333333333334,13.796666666666667,13.02,NA
EGKK,40NM,H,08R,"(0,105]",819,16.083333333333332,14.915,15.783333333333333,15.349166666666665,NA
EGKK,40NM,H,08R,"(105,180]",219,14.786666666666669,13.691666666666666,14.561666666666667,14.126666666666667,NA
EGKK,40NM,H,08R,"(180,300]",3284,11.5,10.183333333333334,11.016666666666667,10.600000000000001,NA
EGKK,40NM,H,08R,"(300,360]",504,16.963333333333335,12.198333333333334,15.954166666666666,14.07625,NA
EGKK,40NM,H,26L,"(0,105]",1834,11.766666666666667,10.683333333333334,11.466666666666667,11.075,NA
EGKK,40NM,H,26L,"(105,180]",627,12.103333333333333,11.138333333333334,11.9,11.519166666666667,NA
EGKK,40NM,H,26L,"(180,300]",6721,15.216666666666667,14.116666666666667,14.916666666666666,14.516666666666666,NA
EGKK,40NM,H,26L,"(300,360]",1045,17.25,15.7,16.743333333333332,16.221666666666664,NA
EGKK,40NM,H,26R,"(0,105]",28,11.306666666666667,10.394166666666667,11.006666666666668,10.700416666666667,NA
EGKK,40NM,H,26R,"(105,180]",24,12.223333333333333,11.429166666666667,11.945833333333333,11.6875,NA
EGKK,40NM,H,26R,"(180,300]",109,14.893333333333333,14.306666666666668,14.786666666666667,14.546666666666667,NA
EGKK,40NM,H,26R,"(300,360]",4,15.713333333333335,14.753333333333334,15.393333333333334,15.073333333333334,NA
EGKK,40NM,LJ,08R,"(0,105]",4,19.60333333333333,19.288333333333334,19.498333333333335,19.393333333333334,NA
EGKK,40NM,LJ,08R,"(105,180]",6,17.066666666666666,14.316666666666666,16.150000000000002,15.233333333333334,NA
EGKK,40NM,LJ,08R,"(180,300]",1,32.11666666666667,32.11666666666667,32.11666666666667,32.11666666666667,NA
EGKK,40NM,LJ,08R,"(300,360]",2,15.926666666666666,13.269166666666667,15.040833333333332,14.155,NA
EGKK,40NM,LJ,26L,"(0,105]",4,12.79,10.9975,12.192499999999999,11.594999999999999,NA
EGKK,40NM,LJ,26L,"(105,180]",13,12.693333333333333,12.02,12.086666666666666,12.053333333333333,NA
EGKK,40NM,LJ,26L,"(180,300]",1,26.783333333333335,26.783333333333335,26.783333333333335,26.783333333333335,NA
EGKK,40NM,LJ,26L,"(300,360]",2,22.573333333333334,22.20583333333333,22.450833333333335,22.328333333333333,NA
EGKK,40NM,LP,26L,"(105,180]",1,18.4,18.4,18.4,18.4,NA
EGKK,40NM,LT,26L,"(0,105]",2,24.7,23.7125,24.370833333333334,24.041666666666664,NA
EGKK,40NM,LT,26L,"(105,180]",2,20.10333333333333,19.763333333333332,19.99,19.876666666666665,NA
EGKK,40NM,LT,26L,"(180,300]",1,22.483333333333334,22.483333333333334,22.483333333333334,22.483333333333334,NA
EGKK,40NM,LT,26L,"(300,360]",3,20.376666666666665,19.85666666666667,20.203333333333333,20.03,NA
EGKK,40NM,MJ,08L,"(0,105]",74,16.529999999999998,15.5,16.27916666666667,15.889583333333334,NA
EGKK,40NM,MJ,08L,"(105,180]",309,14.883333333333333,14.023333333333333,14.586666666666668,14.305,NA
EGKK,40NM,MJ,08L,"(180,300]",325,11.216666666666667,10.36,11,10.68,NA
EGKK,40NM,MJ,08L,"(300,360]",17,16.236666666666668,12.576666666666666,15.306666666666668,13.941666666666666,NA
EGKK,40NM,MJ,08R,"(0,105]",7515,15.883333333333333,14.783333333333333,15.583333333333334,15.183333333333334,NA
EGKK,40NM,MJ,08R,"(105,180]",12694,14.783333333333333,13.7,14.483333333333333,14.091666666666665,NA
EGKK,40NM,MJ,08R,"(180,300]",13935,12.3,10.5,11.7,11.1,NA
EGKK,40NM,MJ,08R,"(300,360]",3916,15.566666666666666,11.916666666666666,14.225,13.070833333333333,NA
EGKK,40NM,MJ,26L,"(0,105]",16874,11.983333333333333,10.633333333333333,11.583333333333334,11.108333333333334,NA
EGKK,40NM,MJ,26L,"(105,180]",27435,12.3,11.183333333333334,11.983333333333333,11.583333333333332,NA
EGKK,40NM,MJ,26L,"(180,300]",29058,15.15,13.833333333333334,14.75,14.291666666666668,NA
EGKK,40NM,MJ,26L,"(300,360]",8920,17.483333333333334,15.683333333333334,16.966666666666665,16.325,NA
EGKK,40NM,MJ,26R,"(0,105]",190,12.11,10.719166666666666,11.779166666666667,11.249166666666667,NA
EGKK,40NM,MJ,26R,"(105,180]",660,11.883333333333333,11.083333333333334,11.7,11.391666666666666,NA
EGKK,40NM,MJ,26R,"(180,300]",676,15.1,13.924999999999999,14.804166666666667,14.364583333333332,NA
EGKK,40NM,MJ,26R,"(300,360]",47,19.586666666666666,15.883333333333333,18.961666666666666,17.4225,NA
EGKK,40NM,MT,08R,"(105,180]",1,18.983333333333334,18.983333333333334,18.983333333333334,18.983333333333334,NA
EGKK,40NM,MT,08R,"(180,300]",216,14.483333333333333,11.779166666666667,13.362499999999999,12.570833333333333,NA
EGKK,40NM,MT,26L,"(105,180]",3,21.376666666666665,20.781666666666666,21.178333333333335,20.98,NA
EGKK,40NM,MT,26L,"(180,300]",507,17.256666666666668,15.7,16.881666666666668,16.29083333333333,NA
EGKK,40NM,MT,26L,"(300,360]",4,19.88,19.744999999999997,19.835,19.79,NA
EGKK,40NM,MT,26R,"(180,300]",1,19.166666666666668,19.166666666666668,19.166666666666668,19.166666666666668,NA
EGKK,100NM,H,08L,NA,6,24.516666666666666,22.866666666666667,23.966666666666665,23.416666666666664,"(0,105]"
EGKK,100NM,H,08L,NA,15,24.536666666666665,23.758333333333333,24.431666666666665,24.095,"(105,180]"
EGKK,100NM,H,08L,NA,65,19.623333333333335,18.823333333333334,19.273333333333333,19.048333333333332,"(180,300]"
EGKK,100NM,H,08L,NA,5,23.316666666666666,21.46666666666667,22.700000000000003,22.083333333333336,"(300,360]"
EGKK,100NM,H,08R,NA,833,26.89,25.13666666666667,26.35,25.743333333333336,"(0,105]"
EGKK,100NM,H,08R,NA,205,23.796666666666667,22.366666666666667,23.546666666666667,22.956666666666667,"(105,180]"
EGKK,100NM,H,08R,NA,3170,20.98,19.016666666666666,20.433333333333334,19.725,"(180,300]"
EGKK,100NM,H,08R,NA,618,26.35,21.647499999999997,25.41833333333333,23.532916666666665,"(300,360]"
EGKK,100NM,H,26L,NA,1880,23.383333333333333,21.299166666666665,22.833333333333332,22.066249999999997,"(0,105]"
EGKK,100NM,H,26L,NA,581,21.8,20.133333333333333,21.466666666666665,20.799999999999997,"(105,180]"
EGKK,100NM,H,26L,NA,6568,24.066666666666666,22.505833333333335,23.616666666666667,23.06125,"(180,300]"
EGKK,100NM,H,26L,NA,1198,26.523333333333333,24.480833333333337,25.901666666666667,25.191250000000004,"(300,360]"
EGKK,100NM,H,26R,NA,28,21.68,20.756666666666668,21.27,21.013333333333335,"(0,105]"
EGKK,100NM,H,26R,NA,24,21.796666666666667,20.508333333333333,21.6475,21.077916666666667,"(105,180]"
EGKK,100NM,H,26R,NA,109,22.94333333333333,22.063333333333333,22.67666666666667,22.37,"(180,300]"
EGKK,100NM,H,26R,NA,4,25.256666666666668,23.351666666666663,24.621666666666663,23.986666666666665,"(300,360]"
EGKK,100NM,LJ,08R,NA,4,31.313333333333333,30.503333333333334,31.04333333333333,30.773333333333333,"(0,105]"
EGKK,100NM,LJ,08R,NA,6,27.516666666666666,24.029166666666665,26.354166666666664,25.191666666666663,"(105,180]"
EGKK,100NM,LJ,08R,NA,3,30.6,24.650000000000002,28.616666666666667,26.633333333333333,"(300,360]"
EGKK,100NM,LJ,26L,NA,4,25.206666666666667,23.826666666666664,24.74666666666667,24.28666666666667,"(0,105]"
EGKK,100NM,LJ,26L,NA,13,23.153333333333336,22.01,22.903333333333336,22.45666666666667,"(105,180]"
EGKK,100NM,LJ,26L,NA,3,33.04,32.61,32.89666666666667,32.75333333333333,"(300,360]"
EGKK,100NM,LP,26L,NA,1,29.983333333333334,29.983333333333334,29.983333333333334,29.983333333333334,"(105,180]"
EGKK,100NM,LT,26L,NA,2,41.78333333333333,41.233333333333334,41.599999999999994,41.416666666666664,"(0,105]"
EGKK,100NM,LT,26L,NA,2,35.766666666666666,35.54166666666667,35.69166666666667,35.616666666666674,"(105,180]"
EGKK,100NM,LT,26L,NA,1,34.833333333333336,34.833333333333336,34.833333333333336,34.833333333333336,"(180,300]"
EGKK,100NM,LT,26L,NA,3,32.97666666666666,32.25666666666667,32.736666666666665,32.49666666666667,"(300,360]"
EGKK,100NM,MJ,08L,NA,76,26.75,24.366666666666664,26.47083333333333,25.418749999999996,"(0,105]"
EGKK,100NM,MJ,08L,NA,307,23.983333333333334,22.748333333333335,23.683333333333334,23.215833333333336,"(105,180]"
EGKK,100NM,MJ,08L,NA,322,20.426666666666666,19.0675,20.033333333333335,19.550416666666667,"(180,300]"
EGKK,100NM,MJ,08L,NA,20,27.51666666666667,22.515833333333337,26.0775,24.296666666666667,"(300,360]"
EGKK,100NM,MJ,08R,NA,7716,27.116666666666667,25.35,26.670833333333334,26.010416666666668,"(0,105]"
EGKK,100NM,MJ,08R,NA,12491,24,22.5,23.6,23.05,"(105,180]"
EGKK,100NM,MJ,08R,NA,13458,21.7,19.4,20.983333333333334,20.191666666666666,"(180,300]"
EGKK,100NM,MJ,08R,NA,4395,25.933333333333334,22.311666666666667,24.8,23.555833333333332,"(300,360]"
EGKK,100NM,MJ,26L,NA,17180,24.266666666666666,21.85,23.616666666666667,22.733333333333334,"(0,105]"
EGKK,100NM,MJ,26L,NA,27092,22,20.4,21.516666666666666,20.958333333333332,"(105,180]"
EGKK,100NM,MJ,26L,NA,28276,24.116666666666667,22.333333333333332,23.616666666666667,22.975,"(180,300]"
EGKK,100NM,MJ,26L,NA,9739,27.4,25.18166666666667,26.816666666666666,25.999166666666667,"(300,360]"
EGKK,100NM,MJ,26R,NA,192,23.04,20.625833333333333,22.388333333333332,21.507083333333334,"(0,105]"
EGKK,100NM,MJ,26R,NA,652,21.5,20.209166666666665,21.094166666666666,20.651666666666664,"(105,180]"
EGKK,100NM,MJ,26R,NA,682,23.653333333333336,22.2025,23.319166666666668,22.760833333333334,"(180,300]"
EGKK,100NM,MJ,26R,NA,47,29.94,24.758333333333333,28.278333333333332,26.51833333333333,"(300,360]"
EGKK,100NM,MT,08R,NA,1,31.45,31.45,31.45,31.45,"(105,180]"
EGKK,100NM,MT,08R,NA,216,27.966666666666665,24.695833333333333,27.095833333333335,25.895833333333336,"(180,300]"
EGKK,100NM,MT,26L,NA,2,31.496666666666666,30.96166666666667,31.318333333333335,31.14,"(105,180]"
EGKK,100NM,MT,26L,NA,508,30.15,28.10666666666667,29.766666666666666,28.936666666666667,"(180,300]"
EGKK,100NM,MT,26L,NA,4,30.836666666666666,30.52166666666667,30.73166666666667,30.62666666666667,"(300,360]"
EGKK,100NM,MT,26R,NA,1,30.6,30.6,30.6,30.6,"(180,300]"
EGLL,40NM,H,09L,"(0,110]",8833,17.55,15.826666666666668,17.063333333333333,16.445,NA
EGLL,40NM,H,09L,"(110,170]",1466,17.683333333333334,15.983333333333333,17.2125,16.597916666666666,NA
EGLL,40NM,H,09L,"(170,230]",2064,16.2,13.169166666666667,15.6,14.384583333333333,NA
EGLL,40NM,H,09L,"(230,300]",5334,17.92666666666667,14.138333333333335,16.9,15.519166666666667,NA
EGLL,40NM,H,09L,"(300,360]",3748,17.016666666666666,13.783333333333333,16.06833333333333,14.925833333333333,NA
EGLL,40NM,H,09R,"(0,110]",1132,16.983333333333334,15.660833333333333,16.594166666666666,16.127499999999998,NA
EGLL,40NM,H,09R,"(110,170]",444,17.953333333333333,15.471666666666668,17.05,16.260833333333334,NA
EGLL,40NM,H,09R,"(170,230]",437,18.5,12.813333333333334,17.33,15.071666666666665,NA
EGLL,40NM,H,09R,"(230,300]",630,20.68,14.734166666666669,19.5,17.117083333333333,NA
EGLL,40NM,H,09R,"(300,360]",80,15.350000000000001,11.120833333333334,13.692499999999999,12.406666666666666,NA
EGLL,40NM,H,27L,"(0,110]",13578,13.7,11.2475,12.95,12.098749999999999,NA
EGLL,40NM,H,27L,"(110,170]",3067,15,11.8,14.183333333333334,12.991666666666667,NA
EGLL,40NM,H,27L,"(170,230]",4402,17.6,15.583333333333334,17,16.291666666666668,NA
EGLL,40NM,H,27L,"(230,300]",9231,18.7,16.766666666666666,18.133333333333333,17.45,NA
EGLL,40NM,H,27L,"(300,360]",4326,17.016666666666666,15.216666666666667,16.5,15.858333333333334,NA
EGLL,40NM,H,27R,"(0,110]",14198,13.666666666666666,11.183333333333334,12.883333333333333,12.033333333333333,NA
EGLL,40NM,H,27R,"(110,170]",2021,13.8,11.583333333333334,13.183333333333334,12.383333333333333,NA
EGLL,40NM,H,27R,"(170,230]",3091,16.966666666666665,15.25,16.516666666666666,15.883333333333333,NA
EGLL,40NM,H,27R,"(230,300]",8160,18.666666666666668,16.716666666666665,18.116666666666667,17.416666666666664,NA
EGLL,40NM,H,27R,"(300,360]",5239,17.3,15.3,16.7,16,NA
EGLL,40NM,MJ,09L,"(0,110]",16914,17.533333333333335,15.533333333333333,16.983333333333334,16.258333333333333,NA
EGLL,40NM,MJ,09L,"(110,170]",9113,17.666666666666668,15.766666666666667,17.163333333333334,16.465,NA
EGLL,40NM,MJ,09L,"(170,230]",3883,15.206666666666667,12.218333333333334,14.4,13.309166666666666,NA
EGLL,40NM,MJ,09L,"(230,300]",732,15.919999999999998,13.009166666666667,15.310833333333335,14.16,NA
EGLL,40NM,MJ,09L,"(300,360]",6330,15.7,12.783333333333333,14.916666666666666,13.85,NA
EGLL,40NM,MJ,09R,"(0,110]",190,18.74666666666667,15.390833333333333,17.961666666666666,16.67625,NA
EGLL,40NM,MJ,09R,"(110,170]",162,18.62,14.917499999999999,16.558333333333334,15.737916666666667,NA
EGLL,40NM,MJ,09R,"(170,230]",31,12.216666666666667,10.516666666666666,11.508333333333333,11.0125,NA
EGLL,40NM,MJ,09R,"(230,300]",23,22.03333333333333,19.96,21.13,20.545,NA
EGLL,40NM,MJ,09R,"(300,360]",31,16.333333333333332,11.85,15.716666666666667,13.783333333333333,NA
EGLL,40NM,MJ,27L,"(0,110]",23833,14.116666666666667,11.7,13.433333333333334,12.566666666666666,NA
EGLL,40NM,MJ,27L,"(110,170]",12902,14.7,12.083333333333334,14.033333333333333,13.058333333333334,NA
EGLL,40NM,MJ,27L,"(170,230]",5321,16.4,14.7,15.9,15.3,NA
EGLL,40NM,MJ,27L,"(230,300]",1177,17.936666666666667,16.41,17.516666666666666,16.96333333333333,NA
EGLL,40NM,MJ,27L,"(300,360]",8554,16.883333333333333,14.9,16.333333333333332,15.616666666666667,NA
EGLL,40NM,MJ,27R,"(0,110]",24055,13.883333333333333,11.466666666666667,13.183333333333334,12.325,NA
EGLL,40NM,MJ,27R,"(110,170]",12735,14.5,12.066666666666666,13.883333333333333,12.975,NA
EGLL,40NM,MJ,27R,"(170,230]",5275,16.216666666666665,14.7,15.816666666666666,15.258333333333333,NA
EGLL,40NM,MJ,27R,"(230,300]",1077,17.916666666666668,16.43,17.516666666666666,16.973333333333333,NA
EGLL,40NM,MJ,27R,"(300,360]",8708,16.616666666666667,14.816666666666666,16.116666666666667,15.466666666666667,NA
EGLL,40NM,MT,09L,"(0,110]",1,18.433333333333334,18.433333333333334,18.433333333333334,18.433333333333334,NA
EGLL,40NM,MT,09L,"(170,230]",419,18.193333333333335,15.205,17.59,16.3975,NA
EGLL,40NM,MT,09L,"(230,300]",3,24.85666666666667,24.42666666666667,24.713333333333335,24.57,NA
EGLL,40NM,MT,09L,"(300,360]",791,17.066666666666666,14.208333333333332,16.3,15.254166666666666,NA
EGLL,40NM,MT,09R,"(170,230]",8,19.626666666666672,15.335833333333333,16.715833333333332,16.02583333333333,NA
EGLL,40NM,MT,09R,"(300,360]",11,25.083333333333332,23.575,24.791666666666664,24.18333333333333,NA
EGLL,40NM,MT,27L,"(110,170]",1,21.033333333333335,21.033333333333335,21.033333333333335,21.033333333333335,NA
EGLL,40NM,MT,27L,"(170,230]",467,18.266666666666666,16.405,17.898333333333333,17.151666666666667,NA
EGLL,40NM,MT,27L,"(230,300]",2,28.17666666666667,27.131666666666668,27.828333333333333,27.48,NA
EGLL,40NM,MT,27L,"(300,360]",1096,17.716666666666665,16.1125,17.316666666666666,16.714583333333334,NA
EGLL,40NM,MT,27R,"(110,170]",1,17.05,17.05,17.05,17.05,NA
EGLL,40NM,MT,27R,"(170,230]",461,18,16.5,17.65,17.075,NA
EGLL,40NM,MT,27R,"(300,360]",1149,17.793333333333337,16.14,17.316666666666666,16.72833333333333,NA
EGLL,100NM,H,09L,NA,8833,27.433333333333334,25.266666666666666,26.833333333333332,26.049999999999997,"(0,110]"
EGLL,100NM,H,09L,NA,1466,26.816666666666666,24.64166666666667,26.2625,25.452083333333334,"(110,170]"
EGLL,100NM,H,09L,NA,615,24.816666666666666,21.49,24.118333333333332,22.804166666666667,"(170,230]"
EGLL,100NM,H,09L,NA,6766,27.666666666666668,23.633333333333333,26.616666666666667,25.125,"(230,300]"
EGLL,100NM,H,09L,NA,3765,26.396666666666665,22.783333333333335,25.4,24.09166666666667,"(300,360]"
EGLL,100NM,H,09R,NA,1132,26.52,24.6,26.033333333333335,25.31666666666667,"(0,110]"
EGLL,100NM,H,09R,NA,444,27.133333333333333,24.169166666666666,26.298333333333332,25.23375,"(110,170]"
EGLL,100NM,H,09R,NA,184,24.563333333333333,21.052500000000002,23.366666666666667,22.209583333333335,"(170,230]"
EGLL,100NM,H,09R,NA,883,30.756666666666668,25.493333333333332,29.8,27.64666666666667,"(230,300]"
EGLL,100NM,H,09R,NA,80,23.89666666666667,19.84416666666667,23.047500000000003,21.445833333333336,"(300,360]"
EGLL,100NM,H,27L,NA,13588,24.216666666666665,21.233333333333334,23.300833333333333,22.267083333333332,"(0,110]"
EGLL,100NM,H,27L,NA,3051,24.866666666666667,21.233333333333334,23.84166666666667,22.5375,"(110,170]"
EGLL,100NM,H,27L,NA,1162,26.066666666666666,23.850833333333334,25.5025,24.67666666666667,"(170,230]"
EGLL,100NM,H,27L,NA,12468,28.316666666666666,25.716666666666665,27.55,26.633333333333333,"(230,300]"
EGLL,100NM,H,27L,NA,4335,26.05,23.683333333333334,25.333333333333332,24.508333333333333,"(300,360]"
EGLL,100NM,H,27R,NA,14198,24.2,21.133333333333333,23.283333333333335,22.208333333333336,"(0,110]"
EGLL,100NM,H,27R,NA,2019,23.483333333333334,20.998333333333335,22.828333333333333,21.913333333333334,"(110,170]"
EGLL,100NM,H,27R,NA,917,25.516666666666666,23.383333333333333,24.979999999999997,24.181666666666665,"(170,230]"
EGLL,100NM,H,27R,NA,10327,28,25.533333333333335,27.3,26.416666666666668,"(230,300]"
EGLL,100NM,H,27R,NA,5248,26.183333333333334,23.716666666666665,25.466666666666665,24.591666666666665,"(300,360]"
EGLL,100NM,MJ,09L,NA,16918,27.5,25.1,26.816666666666666,25.958333333333336,"(0,110]"
EGLL,100NM,MJ,09L,NA,9109,26.916666666666668,24.7,26.316666666666666,25.508333333333333,"(110,170]"
EGLL,100NM,MJ,09L,NA,3845,24.3,21.083333333333332,23.366666666666667,22.225,"(170,230]"
EGLL,100NM,MJ,09L,NA,763,25.75,22.330000000000002,24.788333333333334,23.55916666666667,"(230,300]"
EGLL,100NM,MJ,09L,NA,6337,25.116666666666667,21.983333333333334,24.166666666666668,23.075000000000003,"(300,360]"
EGLL,100NM,MJ,09R,NA,191,29.283333333333335,24.916666666666664,27.758333333333333,26.3375,"(0,110]"
EGLL,100NM,MJ,09R,NA,161,27.733333333333334,24.1,26.666666666666668,25.383333333333333,"(110,170]"
EGLL,100NM,MJ,09R,NA,30,21.12666666666667,18.799166666666668,20.683333333333334,19.74125,"(170,230]"
EGLL,100NM,MJ,09R,NA,24,31.866666666666667,29.6575,30.77583333333333,30.216666666666665,"(230,300]"
EGLL,100NM,MJ,09R,NA,31,25.016666666666666,21.066666666666666,24.116666666666667,22.59166666666667,"(300,360]"
EGLL,100NM,MJ,27L,NA,23835,24.8,21.833333333333332,23.95,22.891666666666666,"(0,110]"
EGLL,100NM,MJ,27L,NA,12904,24.616666666666667,21.7025,23.85,22.77625,"(110,170]"
EGLL,100NM,MJ,27L,NA,5278,25.473333333333336,23.3,24.883333333333333,24.09166666666667,"(170,230]"
EGLL,100NM,MJ,27L,NA,1214,27.233333333333334,25.344166666666666,26.698333333333334,26.021250000000002,"(230,300]"
EGLL,100NM,MJ,27L,NA,8556,25.933333333333334,23.466666666666665,25.254166666666666,24.360416666666666,"(300,360]"
EGLL,100NM,MJ,27R,NA,24060,24.466666666666665,21.533333333333335,23.633333333333333,22.583333333333336,"(0,110]"
EGLL,100NM,MJ,27R,NA,12730,24.383333333333333,21.566666666666666,23.6,22.583333333333336,"(110,170]"
EGLL,100NM,MJ,27R,NA,5214,25.3,23.35,24.766666666666666,24.058333333333334,"(170,230]"
EGLL,100NM,MJ,27R,NA,1135,27,25.173333333333332,26.483333333333334,25.828333333333333,"(230,300]"
EGLL,100NM,MJ,27R,NA,8711,25.583333333333332,23.366666666666667,25.016666666666666,24.191666666666666,"(300,360]"
EGLL,100NM,MT,09L,NA,1,30.45,30.45,30.45,30.45,"(0,110]"
EGLL,100NM,MT,09L,NA,86,28,25.354166666666668,26.879166666666666,26.116666666666667,"(170,230]"
EGLL,100NM,MT,09L,NA,333,31.716666666666665,28.083333333333336,30.64,29.361666666666668,"(230,300]"
EGLL,100NM,MT,09L,NA,794,28.5,25.59916666666667,27.766666666666666,26.682916666666667,"(300,360]"
EGLL,100NM,MT,09R,NA,1,45.5,45.5,45.5,45.5,"(170,230]"
EGLL,100NM,MT,09R,NA,7,31.736666666666665,27.73166666666667,29.861666666666665,28.796666666666667,"(230,300]"
EGLL,100NM,MT,09R,NA,11,37.31666666666667,34.46666666666667,36.36666666666667,35.41666666666667,"(300,360]"
EGLL,100NM,MT,27L,NA,1,35.06666666666667,35.06666666666667,35.06666666666667,35.06666666666667,"(110,170]"
EGLL,100NM,MT,27L,NA,85,28.026666666666667,25.89,27.32,26.605,"(170,230]"
EGLL,100NM,MT,27L,NA,382,31.333333333333332,28.2375,30.433333333333334,29.335416666666667,"(230,300]"
EGLL,100NM,MT,27L,NA,1098,28.816666666666666,26.730833333333333,28.185,27.457916666666666,"(300,360]"
EGLL,100NM,MT,27R,NA,1,28.8,28.8,28.8,28.8,"(110,170]"
EGLL,100NM,MT,27R,NA,99,28.48333333333333,26.95,27.991666666666667,27.47083333333333,"(170,230]"
EGLL,100NM,MT,27R,NA,362,30.433333333333334,28.4375,29.788333333333334,29.112916666666667,"(230,300]"
EGLL,100NM,MT,27R,NA,1149,28.716666666666665,26.633333333333333,28.236666666666668,27.435000000000002,"(300,360]"
EHAM,40NM,H,06,"(0,70]",1359,16.3,15.248333333333333,16.05,15.649166666666666,NA
EHAM,40NM,H,06,"(70,150]",1212,15.903333333333332,14.6,15.583333333333334,15.091666666666667,NA
EHAM,40NM,H,06,"(150,250]",700,10.763333333333334,10.082500000000001,10.6,10.34125,NA
EHAM,40NM,H,06,"(250,310]",4135,11.5,10.666666666666666,11.251666666666667,10.959166666666667,NA
EHAM,40NM,H,06,"(310,360]",14,11.623333333333333,11.300833333333333,11.431666666666667,11.36625,NA
EHAM,40NM,H,18C,"(0,70]",1829,12.943333333333335,11.95,12.67,12.309999999999999,NA
EHAM,40NM,H,18C,"(70,150]",1942,13.7,12.916666666666666,13.5,13.208333333333332,NA
EHAM,40NM,H,18C,"(150,250]",286,16.316666666666666,15.058333333333335,15.941666666666665,15.5,NA
EHAM,40NM,H,18C,"(250,310]",973,12.45,11.543333333333333,12.183333333333334,11.863333333333333,NA
EHAM,40NM,H,18C,"(310,360]",123,11.566666666666666,10.786666666666667,11.266666666666667,11.026666666666667,NA
EHAM,40NM,H,18R,"(0,70]",3594,13.383333333333333,11.85,13,12.425,NA
