AIRPORT,PHASE,DATE,FLTS,SUM_TXXT,SUM_REF,AVG_ADD_TIME
LSZH,DEP,2021-02,2115,21004.933333333334,16466.27500000002,2.1459377462568865
LSZH,DEP,2021-03,2579,23971.500000000015,19389.0304166667,1.7768396988496755
LSZH,DEP,2021-04,3096,29757.91666666668,25379.082500000044,1.414352121016356
LSZH,DEP,2021-05,3644,33076.01666666669,28712.93375000009,1.1973334019392428
LSZH,DEP,2021-06,4715,43349.15,36166.11249999997,1.5234437963944931
LSZH,DEP,2021-07,7189,76461.98333333342,60184.794999999336,2.264179765382402
LSZH,DEP,2021-08,7622,78357.73333333358,62950.86791666592,2.0213678059128397
LSZH,DEP,2021-09,7547,78789.58333333381,61415.829999999296,2.302074113334373
LSZH,DEP,2021-10,7806,85744.44999999992,65061.41791666594,2.6496326009907745
LSZH,DEP,2021-11,6152,68995.6333333333,51095.74958333275,2.9096039905722617
LSZH,DEP,2021-12,6493,77049.1166666669,55171.7274999996,3.3693807433647467
LSZH,DEP,2022-01,6372,72720.8166666666,49802.75541666597,3.596682556497273
LSZH,DEP,2022-02,5774,63413.13333333341,46127.4508333331,2.9937101662626096
LSZH,DEP,2022-03,7322,78702.91666666664,58786.439583332765,2.7200870094692537
LSZH,DEP,2022-04,8932,102083.3999999998,73057.19875000017,3.249686660322395
LSZH,DEP,2022-05,10106,119535.60000000018,79741.93750000015,3.9376273995646183
LSZH,DEP,2022-06,10049,112048.48333333332,79701.11458333372,3.218963951636939
LSZH,DEP,2022-07,10833,121686.08333333326,88008.038750001,3.108838233484008
LSZH,DEP,2022-08,10692,124017.83333333304,88656.94041666787,3.3072290419626977
LSZH,DEP,2022-09,10364,116776.7000000001,84192.08791666725,3.144018919657743
LSZH,DEP,2022-10,10492,120352.66666666674,85708.68833333418,3.301942273478132
LSZH,DEP,2022-11,8554,92964.70000000008,69068.49749999975,2.793570551788676
LSZH,DEP,2022-12,8800,114743.9166666668,71676.60958333309,4.894012168560647
