ICAO,YEAR,MOF,AC_CLASS,AP_C_RWY,C100_SECT,N,N_VALID,TOT_A100,TOT_REF,TOT_ADD
EGLL,2021,1,H,27R,"(300,360]",137,137,3454.983333333333,3587.1166666666736,-132.13333333333384
EGLL,2021,1,H,27R,NA,10,0,0,0,0
EGLL,2021,1,MJ,09L,"(0,110]",70,70,1943.3000000000009,1925,18.29999999999997
EGLL,2021,1,MJ,09L,"(110,170]",48,48,1296.7833333333335,1292.0000000000002,4.783333333333282
EGLL,2021,1,MJ,09L,"(170,230]",13,13,303.1666666666667,315.9000000000001,-12.73333333333334
EGLL,2021,1,MJ,09L,"(230,300]",2,2,49.18333333333334,51.5,-2.3166666666666664
EGLL,2021,1,MJ,09L,"(300,360]",59,59,1400.5666666666666,1481.8833333333316,-81.31666666666666
EGLL,2021,1,MJ,09L,NA,3,0,0,0,0
EGLL,2021,1,MJ,09R,"(0,110]",159,159,4487.049999999998,4656.050000000005,-169.0000000000003
EGLL,2021,1,MJ,09R,"(110,170]",89,89,2437.066666666667,2468.266666666664,-31.20000000000006
EGLL,2021,1,MJ,09R,"(170,230]",71,71,1801.4166666666663,1499.9933333333358,301.4233333333331
EGLL,2021,1,MJ,09R,"(230,300]",7,7,195.36666666666667,223.0666666666667,-27.699999999999996
EGLL,2021,1,MJ,09R,"(300,360]",110,110,2747.216666666667,2751.8333333333385,-4.616666666666564
EGLL,2021,1,MJ,09R,NA,3,0,0,0,0
EGLL,2021,1,MJ,27L,"(0,110]",160,160,3744.883333333332,3968.0000000000114,-223.1166666666666
EGLL,2021,1,MJ,27L,"(110,170]",114,114,2757.1666666666656,2806.2999999999993,-49.1333333333334
EGLL,2021,1,MJ,27L,"(170,230]",45,45,1171.0666666666668,1146.7500000000005,24.316666666666624
EGLL,2021,1,MJ,27L,"(230,300]",6,6,160.41666666666666,163.40000000000003,-2.983333333333338
EGLL,2021,1,MJ,27L,"(300,360]",132,132,3516.8,3423.200000000006,93.5999999999995
EGLL,2021,1,MJ,27L,NA,4,0,0,0,0
EGLL,2021,1,MJ,27R,"(0,110]",194,194,4612.3499999999985,4746.5333333333265,-134.183333333333
EGLL,2021,1,MJ,27R,"(110,170]",151,151,3690.133333333332,3681.8833333333296,8.250000000000028
EGLL,2021,1,MJ,27R,"(170,230]",55,55,1481.583333333333,1391.4999999999986,90.0833333333333
EGLL,2021,1,MJ,27R,"(230,300]",8,8,220.2833333333333,216,4.283333333333331
EGLL,2021,1,MJ,27R,"(300,360]",188,188,4856.633333333338,4809.666666666668,46.96666666666685
EGLL,2021,1,MJ,27R,NA,7,0,0,0,0
EGLL,2021,2,H,09L,"(0,110]",488,488,13690.250000000007,13387.466666666522,302.78333333333137
EGLL,2021,2,H,09L,"(110,170]",104,104,2770.083333333334,2788.9333333333284,-18.849999999999618
EGLL,2021,2,H,09L,"(170,230]",39,39,919.7166666666668,967.8499999999988,-48.133333333333184
EGLL,2021,2,H,09L,"(230,300]",241,241,5680.5499999999975,6667.666666666686,-987.1166666666668
EGLL,2021,2,H,09L,"(300,360]",55,55,1284.4999999999995,1451.8166666666675,-167.31666666666658
EGLL,2021,2,H,09L,NA,2,0,0,0,0
EGLL,2021,2,H,09R,"(0,110]",184,184,5101.300000000003,4879.68000000001,221.62000000000012
EGLL,2021,2,H,09R,"(110,170]",69,69,1852.5333333333328,1872.2000000000032,-19.666666666666625
EGLL,2021,2,H,09R,"(170,230]",12,12,271.6166666666667,294.76,-23.14333333333332
EGLL,2021,2,H,09R,"(230,300]",112,112,2617.183333333333,3444.7466666666664,-827.5633333333333
EGLL,2021,2,H,09R,"(300,360]",20,20,480.4666666666667,477.9333333333332,2.533333333333303
EGLL,2021,2,H,09R,NA,3,0,0,0,0
EGLL,2021,2,H,27L,"(0,110]",512,512,12320.116666666672,12398.93333333335,-78.81666666666561
EGLL,2021,2,H,27L,"(110,170]",149,149,3414.983333333334,3705.1333333333378,-290.15000000000003
EGLL,2021,2,H,27L,"(170,230]",62,62,1494.6833333333338,1616.1333333333307,-121.44999999999976
EGLL,2021,2,H,27L,"(230,300]",361,361,9624.683333333334,10222.316666666711,-597.6333333333316
EGLL,2021,2,H,27L,"(300,360]",48,48,1237.1333333333332,1250.399999999999,-13.266666666666694
EGLL,2021,2,H,27L,NA,7,0,0,0,0
EGLL,2021,2,H,27R,"(0,110]",261,261,6141.9833333333345,6316.199999999971,-174.21666666666647
EGLL,2021,2,H,27R,"(110,170]",106,106,2422.3666666666672,2489.2333333333304,-66.8666666666667
EGLL,2021,2,H,27R,"(170,230]",23,23,580.5833333333333,586.8833333333331,-6.299999999999972
EGLL,2021,2,H,27R,"(230,300]",210,210,5698.016666666668,5880,-181.98333333333335
EGLL,2021,2,H,27R,"(300,360]",46,46,1170.1166666666666,1204.433333333335,-34.31666666666685
EGLL,2021,2,H,27R,NA,6,0,0,0,0
EGLL,2021,2,MJ,09L,"(0,110]",99,99,2813.1166666666677,2722.5,90.6166666666667
EGLL,2021,2,MJ,09L,"(110,170]",74,74,1994.066666666667,1991.8333333333355,2.233333333333249
EGLL,2021,2,MJ,09L,"(170,230]",11,11,254.11666666666667,267.30000000000007,-13.18333333333334
EGLL,2021,2,MJ,09L,"(230,300]",4,4,87.75,103,-15.25
EGLL,2021,2,MJ,09L,"(300,360]",107,107,2543.816666666666,2687.483333333332,-143.6666666666666
EGLL,2021,2,MJ,09L,NA,7,0,0,0,0
EGLL,2021,2,MJ,09R,"(0,110]",52,52,1429.1833333333332,1522.733333333333,-93.5500000000001
EGLL,2021,2,MJ,09R,"(110,170]",35,35,920.6333333333332,970.6666666666672,-50.03333333333336
EGLL,2021,2,MJ,09R,"(170,230]",5,5,122.21666666666668,105.63333333333334,16.58333333333332
EGLL,2021,2,MJ,09R,"(230,300]",3,3,82.06666666666666,95.6,-13.533333333333337
EGLL,2021,2,MJ,09R,"(300,360]",48,48,1150.5,1200.7999999999995,-50.29999999999993
EGLL,2021,2,MJ,09R,NA,1,0,0,0,0
EGLL,2021,2,MJ,27L,"(0,110]",87,87,2088.916666666667,2157.599999999998,-68.68333333333341
EGLL,2021,2,MJ,27L,"(110,170]",93,93,2133.2000000000003,2289.3499999999967,-156.15000000000015
EGLL,2021,2,MJ,27L,"(170,230]",13,13,307.5166666666666,331.2833333333334,-23.76666666666668
EGLL,2021,2,MJ,27L,"(230,300]",4,4,106.66666666666666,108.93333333333334,-2.2666666666666693
EGLL,2021,2,MJ,27L,"(300,360]",129,129,3476.383333333333,3345.4000000000065,130.98333333333284
EGLL,2021,2,MJ,27L,NA,12,0,0,0,0
EGLL,2021,2,MJ,27R,"(0,110]",49,49,1114.6166666666668,1198.8666666666672,-84.24999999999994
EGLL,2021,2,MJ,27R,"(110,170]",40,40,887.0666666666664,975.3333333333331,-88.26666666666664
EGLL,2021,2,MJ,27R,"(170,230]",3,3,74.13333333333333,75.9,-1.7666666666666655
EGLL,2021,2,MJ,27R,"(230,300]",3,3,75.63333333333333,81,-5.366666666666667
EGLL,2021,2,MJ,27R,"(300,360]",69,69,1816.9666666666665,1765.2499999999984,51.716666666666775
EGLL,2021,2,MJ,27R,NA,7,0,0,0,0
EGLL,2021,3,H,09L,NA,1,0,0,0,0
EGLL,2021,3,H,09R,"(0,110]",461,461,12420.76666666666,12225.72000000013,195.0466666666671
EGLL,2021,3,H,09R,"(110,170]",123,123,3162.700000000001,3337.3999999999983,-174.69999999999996
EGLL,2021,3,H,09R,"(170,230]",33,33,805.5333333333333,810.5899999999992,-5.05666666666664
EGLL,2021,3,H,09R,"(230,300]",201,201,4657.0166666666655,6182.09000000003,-1525.0733333333335
EGLL,2021,3,H,09R,"(300,360]",120,120,2852.2000000000003,2867.599999999999,-15.400000000000208
EGLL,2021,3,H,09R,NA,16,0,0,0,0
EGLL,2021,3,H,27L,"(0,110]",520,520,11525.266666666665,12592.666666666688,-1067.3999999999994
EGLL,2021,3,H,27L,"(110,170]",126,126,2871.583333333333,3133.200000000001,-261.6166666666666
EGLL,2021,3,H,27L,"(170,230]",36,36,951.6333333333334,938.399999999999,13.233333333333466
EGLL,2021,3,H,27L,"(230,300]",193,193,5146.449999999999,5465.116666666657,-318.66666666666595
EGLL,2021,3,H,27L,"(300,360]",174,174,4301.866666666667,4532.700000000014,-230.83333333333337
EGLL,2021,3,H,27L,NA,24,0,0,0,0
EGLL,2021,3,H,27R,"(0,110]",806,806,19771.06666666667,19505.200000000295,265.86666666666736
EGLL,2021,3,H,27R,"(110,170]",203,203,4849.249999999999,4767.116666666656,82.13333333333313
EGLL,2021,3,H,27R,"(170,230]",61,61,1572.333333333333,1556.516666666666,15.816666666666734
EGLL,2021,3,H,27R,"(230,300]",422,422,11695.916666666664,11816,-120.08333333333324
EGLL,2021,3,H,27R,"(300,360]",146,146,3734.4333333333343,3822.766666666674,-88.33333333333387
EGLL,2021,3,H,27R,NA,18,0,0,0,0
EGLL,2021,3,MJ,09L,"(300,360]",1,1,23.066666666666663,25.116666666666667,-2.0500000000000007
EGLL,2021,3,MJ,09L,NA,1,0,0,0,0
EGLL,2021,3,MJ,09R,"(0,110]",106,106,2860.55,3104.033333333331,-243.48333333333355
EGLL,2021,3,MJ,09R,"(110,170]",72,72,1892.7833333333333,1996.8000000000009,-104.01666666666674
EGLL,2021,3,MJ,09R,"(170,230]",14,14,344.45,295.77333333333337,48.67666666666664
EGLL,2021,3,MJ,09R,"(230,300]",4,4,83.41666666666667,127.46666666666668,-44.05
EGLL,2021,3,MJ,09R,"(300,360]",101,101,2413.8166666666675,2526.6833333333366,-112.8666666666666
EGLL,2021,3,MJ,09R,NA,8,0,0,0,0
EGLL,2021,3,MJ,27L,"(0,110]",145,145,3259.6333333333337,3596.0000000000086,-336.36666666666684
EGLL,2021,3,MJ,27L,"(110,170]",81,81,1831.15,1993.949999999996,-162.8
EGLL,2021,3,MJ,27L,"(170,230]",9,9,239.68333333333337,229.35,10.333333333333329
EGLL,2021,3,MJ,27L,"(230,300]",3,3,80.11666666666666,81.7,-1.5833333333333357
EGLL,2021,3,MJ,27L,"(300,360]",121,121,3047.383333333334,3137.9333333333393,-90.55000000000052
EGLL,2021,3,MJ,27L,NA,9,0,0,0,0
EGLL,2021,3,MJ,27R,"(0,110]",196,196,4889.9833333333345,4795.466666666659,94.516666666667
EGLL,2021,3,MJ,27R,"(110,170]",131,131,3142.3000000000006,3194.2166666666653,-51.91666666666663
EGLL,2021,3,MJ,27R,"(170,230]",21,21,547.65,531.3000000000002,16.349999999999984
EGLL,2021,3,MJ,27R,"(230,300]",6,6,154.75,162,-7.25
EGLL,2021,3,MJ,27R,"(300,360]",184,184,4879.35,4707.333333333336,172.01666666666685
EGLL,2021,3,MJ,27R,NA,16,0,0,0,0
EGLL,2021,3,MT,09R,"(300,360]",2,2,52.83333333333333,74.63333333333334,-21.800000000000008
EGLL,2021,3,MT,27R,"(300,360]",4,4,121.06666666666666,114.86666666666666,6.200000000000003
EGLL,2021,4,H,09L,"(0,110]",429,429,11717.999999999993,11768.899999999903,-50.90000000000171
EGLL,2021,4,H,09L,"(110,170]",114,114,3004.6499999999996,3057.0999999999945,-52.44999999999956
EGLL,2021,4,H,09L,"(170,230]",37,37,860.9166666666665,918.2166666666656,-57.29999999999987
EGLL,2021,4,H,09L,"(230,300]",201,201,4878.533333333334,5561.000000000007,-682.4666666666667
EGLL,2021,4,H,09L,"(300,360]",147,147,3390.0999999999995,3880.309999999994,-490.2099999999996
EGLL,2021,4,H,09L,NA,21,0,0,0,0
EGLL,2021,4,H,09R,"(0,110]",567,567,15286.51666666666,15036.840000000177,249.67666666666693
EGLL,2021,4,H,09R,"(110,170]",133,133,3477.8000000000006,3608.7333333333304,-130.93333333333325
EGLL,2021,4,H,09R,"(170,230]",40,40,947.5666666666672,982.5333333333322,-34.966666666666626
EGLL,2021,4,H,09R,"(230,300]",188,188,4458.333333333331,5782.253333333358,-1323.9200000000003
EGLL,2021,4,H,09R,"(300,360]",247,247,5731.516666666666,5902.476666666649,-170.9600000000003
EGLL,2021,4,H,09R,NA,13,0,0,0,0
EGLL,2021,4,H,27L,"(0,110]",308,308,6847.399999999999,7458.733333333279,-611.3333333333327
EGLL,2021,4,H,27L,"(110,170]",86,86,1912.3,2138.5333333333297,-226.23333333333335
EGLL,2021,4,H,27L,"(170,230]",19,19,479.1,495.2666666666666,-16.166666666666597
EGLL,2021,4,H,27L,"(230,300]",178,178,4650.833333333332,5040.366666666658,-389.53333333333273
EGLL,2021,4,H,27L,"(300,360]",91,91,2223.8166666666666,2370.5499999999997,-146.73333333333338
EGLL,2021,4,H,27L,NA,11,0,0,0,0
EGLL,2021,4,H,27R,"(0,110]",330,330,7575.78333333334,7985.999999999958,-410.21666666666624
EGLL,2021,4,H,27R,"(110,170]",96,96,2208.233333333333,2254.399999999999,-46.16666666666676
EGLL,2021,4,H,27R,"(170,230]",22,22,556.316666666667,561.3666666666664,-5.049999999999972
EGLL,2021,4,H,27R,"(230,300]",101,101,2613.8166666666675,2828,-214.18333333333345
EGLL,2021,4,H,27R,"(300,360]",163,163,3908.1,4267.883333333341,-359.7833333333336
EGLL,2021,4,H,27R,NA,20,0,0,0,0
EGLL,2021,4,MJ,09L,"(0,110]",154,154,4212.200000000001,4235,-22.799999999999997
EGLL,2021,4,MJ,09L,"(110,170]",99,99,2602.6833333333334,2664.749999999999,-62.06666666666685
EGLL,2021,4,MJ,09L,"(170,230]",31,31,751.6833333333333,753.2999999999997,-1.6166666666666885
EGLL,2021,4,MJ,09L,"(230,300]",3,3,72.23333333333333,77.25,-5.016666666666666
EGLL,2021,4,MJ,09L,"(300,360]",117,117,2805.900000000001,2938.65,-132.75000000000003
EGLL,2021,4,MJ,09L,NA,15,0,0,0,0
EGLL,2021,4,MJ,09R,"(0,110]",218,218,5954.499999999997,6383.766666666696,-429.266666666667
EGLL,2021,4,MJ,09R,"(110,170]",123,123,3320.8166666666684,3411.1999999999903,-90.38333333333348
EGLL,2021,4,MJ,09R,"(170,230]",32,32,759.5833333333334,676.0533333333334,83.52999999999993
EGLL,2021,4,MJ,09R,"(230,300]",5,5,115.88333333333334,159.33333333333334,-43.45
EGLL,2021,4,MJ,09R,"(300,360]",148,148,3528.333333333334,3702.46666666668,-174.13333333333327
EGLL,2021,4,MJ,09R,NA,7,0,0,0,0
EGLL,2021,4,MJ,27L,"(0,110]",122,122,2782.966666666667,3025.6000000000045,-242.6333333333335
EGLL,2021,4,MJ,27L,"(110,170]",73,73,1662.0833333333342,1797.0166666666637,-134.93333333333334
EGLL,2021,4,MJ,27L,"(170,230]",18,18,445.75,458.70000000000016,-12.950000000000014
EGLL,2021,4,MJ,27L,"(230,300]",4,4,106.45,108.93333333333334,-2.4833333333333343
EGLL,2021,4,MJ,27L,"(300,360]",93,93,2342.033333333333,2411.8000000000043,-69.76666666666705
EGLL,2021,4,MJ,27L,NA,8,0,0,0,0
EGLL,2021,4,MJ,27R,"(0,110]",130,130,3036.666666666668,3180.6666666666697,-143.9999999999997
EGLL,2021,4,MJ,27R,"(110,170]",81,81,1868.7,1975.050000000004,-106.34999999999997
EGLL,2021,4,MJ,27R,"(170,230]",14,14,370.9,354.2000000000001,16.699999999999985
EGLL,2021,4,MJ,27R,"(230,300]",3,3,80.71666666666667,81,-0.28333333333333144
EGLL,2021,4,MJ,27R,"(300,360]",94,94,2307.2666666666664,2404.833333333333,-97.56666666666658
EGLL,2021,4,MJ,27R,NA,5,0,0,0,0
EGLL,2021,4,MT,09L,"(300,360]",2,2,54.13333333333333,57,-2.866666666666667
EGLL,2021,4,MT,09R,"(300,360]",3,3,77.43333333333334,111.95000000000002,-34.51666666666668
EGLL,2021,4,MT,27L,"(300,360]",2,2,65.46666666666667,57.633333333333326,7.833333333333343
EGLL,2021,4,MT,27R,"(300,360]",2,2,55.016666666666666,57.43333333333333,-2.4166666666666643
EGLL,2021,5,H,09L,"(0,110]",63,63,1715.2833333333333,1728.300000000003,-13.016666666666914
EGLL,2021,5,H,09L,"(110,170]",13,13,346.26666666666665,348.6166666666666,-2.349999999999959
EGLL,2021,5,H,09L,"(170,230]",7,7,158.2,173.71666666666664,-15.516666666666636
EGLL,2021,5,H,09L,"(230,300]",64,64,1624.4833333333336,1770.666666666668,-146.18333333333342
EGLL,2021,5,H,09L,"(300,360]",5,5,125.43333333333334,131.98333333333332,-6.54999999999999
EGLL,2021,5,H,09L,NA,3,0,0,0,0
EGLL,2021,5,H,09R,"(0,110]",280,280,7561.149999999996,7425.600000000052,135.55000000000015
EGLL,2021,5,H,09R,"(110,170]",65,65,1674.1833333333338,1763.6666666666697,-89.48333333333333
EGLL,2021,5,H,09R,"(170,230]",24,24,553.6999999999999,589.5199999999998,-35.819999999999986
EGLL,2021,5,H,09R,"(230,300]",200,200,5095.300000000001,6151.333333333363,-1056.0333333333335
EGLL,2021,5,H,09R,"(300,360]",32,32,765.3166666666667,764.693333333333,0.6233333333332851
EGLL,2021,5,H,09R,NA,3,0,0,0,0
EGLL,2021,5,H,27L,"(0,110]",586,586,13263.716666666673,14190.96666666672,-927.2499999999992
EGLL,2021,5,H,27L,"(110,170]",149,149,3320.4333333333325,3705.1333333333378,-384.7000000000002
EGLL,2021,5,H,27L,"(170,230]",50,50,1258.8499999999997,1303.3333333333314,-44.48333333333313
EGLL,2021,5,H,27L,"(230,300]",382,382,10360.149999999998,10816.966666666727,-456.816666666665
EGLL,2021,5,H,27L,"(300,360]",99,99,2559.316666666667,2578.950000000001,-19.63333333333341
EGLL,2021,5,H,27L,NA,18,0,0,0,0
EGLL,2021,5,H,27R,"(0,110]",657,657,15780.7,15899.400000000189,-118.69999999999987
EGLL,2021,5,H,27R,"(110,170]",201,201,4746.6500000000005,4720.149999999989,26.499999999999837
EGLL,2021,5,H,27R,"(170,230]",60,60,1540.9000000000003,1530.999999999999,9.90000000000006
EGLL,2021,5,H,27R,"(230,300]",475,475,13028.533333333347,13300,-271.4666666666667
EGLL,2021,5,H,27R,"(300,360]",104,104,2695.6,2723.0666666666716,-27.466666666667017
EGLL,2021,5,H,27R,NA,23,0,0,0,0
EGLL,2021,5,MJ,09L,"(0,110]",30,30,830.5999999999998,825,5.600000000000001
EGLL,2021,5,MJ,09L,"(110,170]",21,21,551.1166666666666,565.2500000000001,-14.133333333333354
EGLL,2021,5,MJ,09L,"(170,230]",21,21,516.3833333333333,510.3000000000002,6.0833333333333215
EGLL,2021,5,MJ,09L,"(230,300]",1,1,25.133333333333333,25.75,-0.6166666666666671
EGLL,2021,5,MJ,09L,"(300,360]",30,30,752.8833333333333,753.5000000000001,-0.6166666666666885
EGLL,2021,5,MJ,09L,NA,1,0,0,0,0
EGLL,2021,5,MJ,09R,"(0,110]",129,129,3494.116666666668,3777.549999999997,-283.4333333333337
EGLL,2021,5,MJ,09R,"(110,170]",121,121,3181.516666666668,3355.733333333324,-174.21666666666687
EGLL,2021,5,MJ,09R,"(170,230]",79,79,1900.7333333333336,1669.00666666667,231.7266666666665
EGLL,2021,5,MJ,09R,"(230,300]",6,6,127.83333333333331,191.2,-63.36666666666666
EGLL,2021,5,MJ,09R,"(300,360]",120,120,2929.549999999999,3002.0000000000073,-72.44999999999985
EGLL,2021,5,MJ,09R,NA,18,0,0,0,0
EGLL,2021,5,MJ,27L,"(0,110]",248,248,5782.216666666665,6150.400000000027,-368.18333333333385
EGLL,2021,5,MJ,27L,"(110,170]",146,146,3305.6,3594.0333333333365,-288.4333333333334
EGLL,2021,5,MJ,27L,"(170,230]",97,97,2434.0499999999997,2471.883333333331,-37.833333333333414
EGLL,2021,5,MJ,27L,"(230,300]",9,9,235.71666666666667,245.10000000000008,-9.383333333333336
EGLL,2021,5,MJ,27L,"(300,360]",225,225,5923.233333333328,5835.000000000012,88.23333333333233
EGLL,2021,5,MJ,27L,NA,11,0,0,0,0
EGLL,2021,5,MJ,27R,"(0,110]",282,282,7071.316666666672,6899.599999999956,171.71666666666724
EGLL,2021,5,MJ,27R,"(110,170]",207,207,4915.833333333336,5047.349999999989,-131.5166666666665
EGLL,2021,5,MJ,27R,"(170,230]",113,113,2878.0166666666673,2858.9000000000033,19.116666666666603
EGLL,2021,5,MJ,27R,"(230,300]",11,11,285.6166666666667,297,-11.38333333333333
EGLL,2021,5,MJ,27R,"(300,360]",261,261,6897.116666666671,6677.249999999979,219.86666666666696
EGLL,2021,5,MJ,27R,NA,15,0,0,0,0
EGLL,2021,5,MT,09L,"(110,170]",1,0,36.266666666666666,0,0
EGLL,2021,5,MT,09R,"(110,170]",2,0,58.93333333333334,0,0
EGLL,2021,5,MT,09R,"(300,360]",2,2,58.266666666666666,74.63333333333334,-16.366666666666674
EGLL,2021,5,MT,27L,"(300,360]",5,5,150.66666666666669,144.08333333333331,6.583333333333357
EGLL,2021,5,MT,27R,"(300,360]",3,3,96.85,86.14999999999999,10.70000000000001
EGLL,2021,5,MT,27R,NA,1,0,0,0,0
EGLL,2021,6,H,09L,"(0,110]",388,388,10705.416666666666,10644.133333333271,61.28333333333188
EGLL,2021,6,H,09L,"(110,170]",79,79,2134.066666666667,2118.5166666666632,15.550000000000288
EGLL,2021,6,H,09L,"(170,230]",37,37,869.0166666666667,918.2166666666656,-49.19999999999987
EGLL,2021,6,H,09L,"(230,300]",201,201,4958,5561.000000000007,-603.0000000000002
EGLL,2021,6,H,09L,"(300,360]",112,112,2668.9333333333325,2956.426666666666,-287.49333333333306
EGLL,2021,6,H,09L,NA,12,0,0,0,0
EGLL,2021,6,H,09R,"(0,110]",274,274,7516.349999999995,7266.48000000005,249.8700000000001
EGLL,2021,6,H,09R,"(110,170]",52,52,1419.6000000000004,1410.9333333333348,8.666666666666696
EGLL,2021,6,H,09R,"(170,230]",26,26,636.4833333333333,638.6466666666663,-2.1633333333332985
EGLL,2021,6,H,09R,"(230,300]",83,83,2111.6833333333334,2552.8033333333333,-441.11999999999995
EGLL,2021,6,H,09R,"(300,360]",168,168,4184.650000000002,4014.6399999999926,170.00999999999982
EGLL,2021,6,H,09R,NA,6,0,0,0,0
EGLL,2021,6,H,27L,"(0,110]",475,475,11060.100000000004,11502.916666666666,-442.8166666666656
EGLL,2021,6,H,27L,"(110,170]",157,157,3604.916666666668,3904.066666666672,-299.1500000000001
EGLL,2021,6,H,27L,"(170,230]",39,39,991.6333333333334,1016.5999999999988,-24.966666666666523
EGLL,2021,6,H,27L,"(230,300]",292,292,8051.883333333332,8268.466666666653,-216.58333333333215
EGLL,2021,6,H,27L,"(300,360]",152,152,3964.516666666665,3959.600000000011,4.916666666666558
EGLL,2021,6,H,27L,NA,9,0,0,0,0
EGLL,2021,6,H,27R,"(0,110]",434,434,9895.6,10502.800000000028,-607.199999999999
EGLL,2021,6,H,27R,"(110,170]",118,118,2661.9333333333325,2771.033333333328,-109.1000000000002
EGLL,2021,6,H,27R,"(170,230]",47,47,1145.5666666666666,1199.2833333333328,-53.71666666666664
EGLL,2021,6,H,27R,"(230,300]",300,300,8337.216666666667,8400,-62.78333333333333
EGLL,2021,6,H,27R,"(300,360]",80,80,2057.3833333333337,2094.66666666667,-37.28333333333362
EGLL,2021,6,H,27R,NA,13,0,0,0,0
EGLL,2021,6,MJ,09L,"(0,110]",196,196,5390.9833333333345,5390,0.9833333333333272
EGLL,2021,6,MJ,09L,"(110,170]",194,194,5091.016666666666,5221.833333333337,-130.81666666666692
EGLL,2021,6,MJ,09L,"(170,230]",150,150,3618.4666666666662,3645.000000000009,-26.53333333333341
EGLL,2021,6,MJ,09L,"(230,300]",6,6,144.71666666666667,154.5,-9.783333333333331
EGLL,2021,6,MJ,09L,"(300,360]",207,207,5023.133333333336,5199.150000000011,-176.01666666666674
EGLL,2021,6,MJ,09L,NA,10,0,0,0,0
EGLL,2021,6,MJ,09R,"(0,110]",161,161,4472.866666666667,4714.616666666672,-241.7500000000003
EGLL,2021,6,MJ,09R,"(110,170]",145,145,3886.083333333334,4021.333333333319,-135.2500000000001
EGLL,2021,6,MJ,09R,"(170,230]",111,111,2743.516666666666,2345.0600000000036,398.4566666666664
EGLL,2021,6,MJ,09R,"(230,300]",7,7,175.5666666666667,223.0666666666667,-47.50000000000001
EGLL,2021,6,MJ,09R,"(300,360]",179,179,4587.966666666668,4477.983333333346,109.98333333333352
EGLL,2021,6,MJ,09R,NA,6,0,0,0,0
EGLL,2021,6,MJ,27L,"(0,110]",227,227,5227.349999999998,5629.600000000023,-402.2500000000002
EGLL,2021,6,MJ,27L,"(110,170]",240,240,5455.63333333333,5908.000000000015,-452.36666666666713
EGLL,2021,6,MJ,27L,"(170,230]",182,182,4618.7999999999965,4637.966666666656,-19.166666666666845
EGLL,2021,6,MJ,27L,"(230,300]",10,10,261.03333333333336,272.3333333333334,-11.300000000000011
EGLL,2021,6,MJ,27L,"(300,360]",277,277,7121.58333333333,7183.533333333348,-61.95000000000096
EGLL,2021,6,MJ,27L,NA,9,0,0,0,0
EGLL,2021,6,MJ,27R,"(0,110]",246,246,5681.78333333334,6018.799999999971,-337.0166666666661
EGLL,2021,6,MJ,27R,"(110,170]",226,226,5149.999999999999,5510.6333333333205,-360.63333333333327
EGLL,2021,6,MJ,27R,"(170,230]",165,165,4112.350000000001,4174.500000000013,-62.150000000000134
EGLL,2021,6,MJ,27R,"(230,300]",9,9,237.15,243,-5.850000000000001
EGLL,2021,6,MJ,27R,"(300,360]",237,237,6285.799999999998,6063.249999999986,222.5500000000002
EGLL,2021,6,MJ,27R,NA,9,0,0,0,0
EGLL,2021,6,MT,09L,"(300,360]",2,2,57.8,57,0.8000000000000007
EGLL,2021,6,MT,09R,"(300,360]",1,1,25.15,37.31666666666667,-12.166666666666671
EGLL,2021,6,MT,27L,"(300,360]",3,3,94.15,86.44999999999999,7.70000000000001
EGLL,2021,6,MT,27R,"(300,360]",2,2,59.516666666666666,57.43333333333333,2.0833333333333357
EGLL,2021,7,H,09L,"(0,110]",446,446,11895.55,12235.266666666555,-339.71666666666846
EGLL,2021,7,H,09L,"(110,170]",85,85,2273.233333333334,2279.416666666663,-6.183333333333021
EGLL,2021,7,H,09L,"(170,230]",33,33,778.2500000000001,818.9499999999991,-40.699999999999875
EGLL,2021,7,H,09L,"(230,300]",264,264,6727.5499999999975,7304.000000000026,-576.4499999999999
EGLL,2021,7,H,09L,"(300,360]",101,101,2347.5,2666.0633333333335,-318.56333333333316
EGLL,2021,7,H,09L,NA,23,0,0,0,0
EGLL,2021,7,H,09R,"(0,110]",7,7,180.61666666666667,185.64,-5.023333333333333
EGLL,2021,7,H,09R,"(110,170]",1,1,23.65,27.133333333333333,-3.4833333333333343
EGLL,2021,7,H,09R,"(170,230]",2,2,41.58333333333333,49.126666666666665,-7.543333333333333
EGLL,2021,7,H,27L,"(0,110]",637,637,14221.000000000007,15426.016666666745,-1205.0166666666669
EGLL,2021,7,H,27L,"(110,170]",129,129,2985.3666666666672,3207.8000000000015,-222.43333333333348
EGLL,2021,7,H,27L,"(170,230]",55,55,1354.5500000000004,1433.6666666666645,-79.1166666666665
EGLL,2021,7,H,27L,"(230,300]",387,387,10272.766666666665,10958.550000000068,-685.7833333333322
EGLL,2021,7,H,27L,"(300,360]",166,166,4111.633333333334,4324.300000000013,-212.6666666666668
EGLL,2021,7,H,27L,NA,19,0,0,0,0
EGLL,2021,7,H,27R,"(0,110]",657,657,14896.216666666656,15899.400000000189,-1003.1833333333324
EGLL,2021,7,H,27R,"(110,170]",120,120,2799.683333333334,2817.999999999994,-18.31666666666677
EGLL,2021,7,H,27R,"(170,230]",58,58,1451.1666666666663,1479.966666666666,-28.79999999999994
EGLL,2021,7,H,27R,"(230,300]",394,394,10479.883333333337,11032,-552.1166666666666
EGLL,2021,7,H,27R,"(300,360]",141,141,3470.7333333333327,3691.850000000007,-221.11666666666733
EGLL,2021,7,H,27R,NA,27,0,0,0,0
